INPUT_CFG;CLASS;TIME;INFO;TEST_RAN;TEST_FOUND;TEST_RAN_PER_MUT;NUMBER_Of_FILES;NUMBER_Of_LINES;NUMBER_Of_LINES_COVERED;NUMBER_Of_MUTATIONS;NUMBER_Of_MUTATIONS_DETECTED;KILLED;SURVIVED;NO_COVERAGE;TIMED_OUT;MEMORY_ERRORRUN_ERROR;RUN_ERROR;NON_VIABLE;NOT_STARTED;STARTED
21_10.ini;com.uj.atm.common.Account;870;OK;18;cpFromLog;1,8;1;13;7;10;2;2;2;6;0;0;27;0;0;0
21_10.ini;com.uj.atm.common.Atm;837;OK;4;cpFromLog;0,5;1;11;5;8;3;3;0;5;0;0;27;0;0;0
21_10.ini;com.uj.atm.common.CreditCard;1073;OK;121;cpFromLog;4,65;1;32;24;26;11;11;10;5;0;0;27;0;0;0
21_10.ini;com.uj.atm.common.DummySample;426;OK;121;cpFromLog;4,65;1;32;24;26;11;11;10;5;0;0;27;0;0;0
21_11.ini;com.uj.atm.common.Account;879;OK;34;cpFromLog;3,4;1;13;13;10;8;8;2;0;0;0;6;0;0;0
21_11.ini;com.uj.atm.common.Atm;843;OK;9;cpFromLog;1,12;1;11;11;8;8;8;0;0;0;0;6;0;0;0
21_11.ini;com.uj.atm.common.CreditCard;1035;OK;86;cpFromLog;3,31;1;32;29;26;22;22;2;2;0;0;6;0;0;0
21_11.ini;com.uj.atm.common.DummySample;388;OK;86;cpFromLog;3,31;1;32;29;26;22;22;2;2;0;0;6;0;0;0
21_12.ini;com.uj.atm.common.Account;879;OK;37;cpFromLog;3,7;1;13;13;10;8;8;2;0;0;0;6;0;0;0
21_12.ini;com.uj.atm.common.Atm;839;OK;8;cpFromLog;1;1;11;11;8;8;8;0;0;0;0;6;0;0;0
21_12.ini;com.uj.atm.common.CreditCard;1028;OK;74;cpFromLog;2,85;1;32;29;26;22;22;2;2;0;0;6;0;0;0
21_12.ini;com.uj.atm.common.DummySample;393;OK;74;cpFromLog;2,85;1;32;29;26;22;22;2;2;0;0;6;0;0;0
21_13.ini;com.uj.atm.common.Account;884;OK;49;cpFromLog;4,9;1;13;13;10;6;6;4;0;0;0;2;0;0;0
21_13.ini;com.uj.atm.common.Atm;830;OK;19;cpFromLog;2,38;1;11;11;8;4;4;4;0;0;0;2;0;0;0
21_13.ini;com.uj.atm.common.CreditCard;1034;OK;110;cpFromLog;4,23;1;32;28;26;20;20;3;3;0;0;2;0;0;0
21_13.ini;com.uj.atm.common.DummySample;382;OK;110;cpFromLog;4,23;1;32;28;26;20;20;3;3;0;0;2;0;0;0
21_14.ini;com.uj.atm.common.Account;877;OK;47;cpFromLog;4,7;1;13;13;10;6;6;4;0;0;0;2;0;0;0
21_14.ini;com.uj.atm.common.Atm;840;OK;19;cpFromLog;2,38;1;11;11;8;4;4;4;0;0;0;2;0;0;0
21_14.ini;com.uj.atm.common.CreditCard;1040;OK;119;cpFromLog;4,58;1;32;28;26;20;20;3;3;0;0;2;0;0;0
21_14.ini;com.uj.atm.common.DummySample;393;OK;119;cpFromLog;4,58;1;32;28;26;20;20;3;3;0;0;2;0;0;0
21_15.ini;com.uj.atm.common.Account;882;OK;44;cpFromLog;4,4;1;13;13;10;7;7;3;0;0;0;7;0;0;0
21_15.ini;com.uj.atm.common.Atm;823;OK;7;cpFromLog;0,88;1;11;10;8;7;7;0;1;0;0;7;0;0;0
21_15.ini;com.uj.atm.common.CreditCard;1025;OK;86;cpFromLog;3,31;1;32;27;26;21;21;1;4;0;0;7;0;0;0
21_15.ini;com.uj.atm.common.DummySample;384;OK;86;cpFromLog;3,31;1;32;27;26;21;21;1;4;0;0;7;0;0;0
21_16.ini;com.uj.atm.common.Account;899;OK;42;cpFromLog;4,2;1;13;13;10;7;7;3;0;0;0;10;0;0;0
21_16.ini;com.uj.atm.common.Atm;845;OK;8;cpFromLog;1;1;11;11;8;8;8;0;0;0;0;10;0;0;0
21_16.ini;com.uj.atm.common.CreditCard;1024;OK;40;cpFromLog;1,54;1;32;29;26;24;24;0;2;0;0;10;0;0;0
21_16.ini;com.uj.atm.common.DummySample;397;OK;40;cpFromLog;1,54;1;32;29;26;24;24;0;2;0;0;10;0;0;0
21_17.ini;com.uj.atm.common.Account;891;OK;47;cpFromLog;4,7;1;13;13;10;7;7;3;0;0;0;3;0;0;0
21_17.ini;com.uj.atm.common.Atm;833;OK;7;cpFromLog;0,88;1;11;10;8;7;7;0;1;0;0;3;0;0;0
21_17.ini;com.uj.atm.common.CreditCard;993;OK;36;cpFromLog;1,38;1;32;29;26;20;20;4;2;0;0;3;0;0;0
21_17.ini;com.uj.atm.common.DummySample;388;OK;36;cpFromLog;1,38;1;32;29;26;20;20;4;2;0;0;3;0;0;0
21_18.ini;com.uj.atm.common.Account;912;OK;47;cpFromLog;4,7;1;13;13;10;8;8;2;0;0;0;14;0;0;0
21_18.ini;com.uj.atm.common.Atm;868;OK;13;cpFromLog;1,62;1;11;11;8;8;8;0;0;0;0;14;0;0;0
21_18.ini;com.uj.atm.common.CreditCard;1019;OK;31;cpFromLog;1,19;1;32;28;26;22;22;1;3;0;0;14;0;0;0
21_18.ini;com.uj.atm.common.DummySample;399;OK;31;cpFromLog;1,19;1;32;28;26;22;22;1;3;0;0;14;0;0;0
21_19.ini;com.uj.atm.common.Account;915;OK;42;cpFromLog;4,2;1;13;13;10;8;8;2;0;0;0;7;0;0;0
21_19.ini;com.uj.atm.common.Atm;858;OK;12;cpFromLog;1,5;1;11;11;8;7;7;1;0;0;0;7;0;0;0
21_19.ini;com.uj.atm.common.CreditCard;1045;OK;45;cpFromLog;1,73;1;32;29;26;24;24;0;2;0;0;7;0;0;0
21_19.ini;com.uj.atm.common.DummySample;406;OK;45;cpFromLog;1,73;1;32;29;26;24;24;0;2;0;0;7;0;0;0
21_2.ini;com.uj.atm.common.Account;29063;OK;67;cpFromLog;6,7;1;13;13;10;6;6;4;0;0;0;11;0;0;0
21_2.ini;com.uj.atm.common.Atm;22924;OK;7;cpFromLog;0,88;1;11;10;8;6;6;1;1;0;0;11;0;0;0
21_2.ini;com.uj.atm.common.CreditCard;23083;OK;32;cpFromLog;1,23;1;32;29;26;20;20;4;2;0;0;11;0;0;0
21_2.ini;com.uj.atm.common.DummySample;22495;OK;32;cpFromLog;1,23;1;32;29;26;20;20;4;2;0;0;11;0;0;0
21_20.ini;com.uj.atm.common.Account;912;OK;33;cpFromLog;3,3;1;13;13;10;8;8;2;0;0;0;17;0;0;0
21_20.ini;com.uj.atm.common.Atm;874;OK;7;cpFromLog;0,88;1;11;10;8;6;6;1;1;0;0;17;0;0;0
21_20.ini;com.uj.atm.common.CreditCard;1039;OK;36;cpFromLog;1,38;1;32;29;26;24;24;0;2;0;0;17;0;0;0
21_20.ini;com.uj.atm.common.DummySample;403;OK;36;cpFromLog;1,38;1;32;29;26;24;24;0;2;0;0;17;0;0;0
21_22.ini;com.uj.atm.common.Account;874;OK;33;cpFromLog;3,3;1;13;13;10;8;8;2;0;0;0;7;0;0;0
21_22.ini;com.uj.atm.common.Atm;854;OK;13;cpFromLog;1,62;1;11;11;8;7;7;1;0;0;0;7;0;0;0
21_22.ini;com.uj.atm.common.CreditCard;1079;OK;146;cpFromLog;5,62;1;32;29;26;20;20;4;2;0;0;7;0;0;0
21_22.ini;com.uj.atm.common.DummySample;400;OK;146;cpFromLog;5,62;1;32;29;26;20;20;4;2;0;0;7;0;0;0
21_23.ini;com.uj.atm.common.Account;791;OK;9;cpFromLog;0,9;1;13;12;10;6;6;3;1;0;0;3;0;0;0
21_23.ini;com.uj.atm.common.Atm;386;OK;0;cpFromLog;0;1;11;0;8;0;0;0;8;0;0;3;0;0;0
21_23.ini;com.uj.atm.common.CreditCard;389;OK;0;cpFromLog;0;1;32;0;26;0;0;0;26;0;0;3;0;0;0
21_23.ini;com.uj.atm.common.DummySample;359;OK;0;cpFromLog;0;1;32;0;26;0;0;0;26;0;0;3;0;0;0
21_24.ini;com.uj.atm.common.Account;937;OK;55;cpFromLog;5,5;1;13;13;10;8;8;2;0;0;0;10;0;0;0
21_24.ini;com.uj.atm.common.Atm;868;OK;8;cpFromLog;1;1;11;11;8;8;8;0;0;0;0;10;0;0;0
21_24.ini;com.uj.atm.common.CreditCard;1076;OK;61;cpFromLog;2,35;1;32;29;26;20;20;4;2;0;0;10;0;0;0
21_24.ini;com.uj.atm.common.DummySample;416;OK;61;cpFromLog;2,35;1;32;29;26;20;20;4;2;0;0;10;0;0;0
21_25.ini;com.uj.atm.common.Account;1498;OK;25;cpFromLog;2,5;1;13;13;10;7;7;3;0;0;0;182;0;0;0
21_25.ini;com.uj.atm.common.Atm;1494;OK;7;cpFromLog;0,88;1;11;10;8;7;7;0;1;0;0;182;0;0;0
21_25.ini;com.uj.atm.common.CreditCard;1999;OK;409;cpFromLog;15,73;1;32;28;26;15;15;9;2;0;0;182;0;0;0
21_25.ini;com.uj.atm.common.DummySample;1031;OK;409;cpFromLog;15,73;1;32;28;26;15;15;9;2;0;0;182;0;0;0
21_3.ini;com.uj.atm.common.Account;845;OK;21;cpFromLog;2,1;1;13;13;10;8;8;2;0;0;0;2;0;0;0
21_3.ini;com.uj.atm.common.Atm;788;OK;5;cpFromLog;0,62;1;11;6;8;4;4;0;4;0;0;2;0;0;0
21_3.ini;com.uj.atm.common.CreditCard;981;OK;48;cpFromLog;1,85;1;32;29;26;23;23;1;2;0;0;2;0;0;0
21_3.ini;com.uj.atm.common.DummySample;374;OK;48;cpFromLog;1,85;1;32;29;26;23;23;1;2;0;0;2;0;0;0
21_4.ini;com.uj.atm.common.Account;942;OK;58;cpFromLog;5,8;1;13;13;10;6;6;4;0;0;0;8;0;0;0
21_4.ini;com.uj.atm.common.Atm;870;OK;10;cpFromLog;1,25;1;11;11;8;8;8;0;0;0;0;8;0;0;0
21_4.ini;com.uj.atm.common.CreditCard;1067;OK;46;cpFromLog;1,77;1;32;28;26;23;23;0;3;0;0;8;0;0;0
21_4.ini;com.uj.atm.common.DummySample;419;OK;46;cpFromLog;1,77;1;32;28;26;23;23;0;3;0;0;8;0;0;0
21_5.ini;com.uj.atm.common.Account;410;OK;0;cpFromLog;0;1;13;0;10;0;0;0;10;0;0;27;0;0;0
21_5.ini;com.uj.atm.common.Atm;412;OK;0;cpFromLog;0;1;11;0;8;0;0;0;8;0;0;27;0;0;0
21_5.ini;com.uj.atm.common.CreditCard;412;OK;0;cpFromLog;0;1;32;0;26;0;0;0;26;0;0;27;0;0;0
21_5.ini;com.uj.atm.common.DummySample;382;OK;0;cpFromLog;0;1;32;0;26;0;0;0;26;0;0;27;0;0;0
21_6.ini;com.uj.atm.common.Account;877;OK;30;cpFromLog;3;1;13;13;10;8;8;2;0;0;0;8;0;0;0
21_6.ini;com.uj.atm.common.Atm;857;OK;8;cpFromLog;1;1;11;11;8;8;8;0;0;0;0;8;0;0;0
21_6.ini;com.uj.atm.common.CreditCard;1043;OK;46;cpFromLog;1,77;1;32;30;26;25;25;0;1;0;0;8;0;0;0
21_6.ini;com.uj.atm.common.DummySample;404;OK;46;cpFromLog;1,77;1;32;30;26;25;25;0;1;0;0;8;0;0;0
21_7.ini;com.uj.atm.common.Account;913;OK;32;cpFromLog;3,2;1;13;13;10;8;8;2;0;0;0;31;0;0;0
21_7.ini;com.uj.atm.common.Atm;874;OK;9;cpFromLog;1,12;1;11;11;8;8;8;0;0;0;0;31;0;0;0
21_7.ini;com.uj.atm.common.CreditCard;1062;OK;75;cpFromLog;2,88;1;32;29;26;23;23;1;2;0;0;31;0;0;0
21_7.ini;com.uj.atm.common.DummySample;411;OK;75;cpFromLog;2,88;1;32;29;26;23;23;1;2;0;0;31;0;0;0
21_8.ini;com.uj.atm.common.Account;866;OK;55;cpFromLog;5,5;1;13;13;10;6;6;4;0;0;0;0;0;0;0
21_8.ini;com.uj.atm.common.Atm;811;OK;7;cpFromLog;0,88;1;11;10;8;4;4;3;1;0;0;0;0;0;0
21_8.ini;com.uj.atm.common.CreditCard;903;OK;19;cpFromLog;0,73;1;32;23;26;15;15;2;9;0;0;0;0;0;0
21_8.ini;com.uj.atm.common.DummySample;372;OK;19;cpFromLog;0,73;1;32;23;26;15;15;2;9;0;0;0;0;0;0
21_9.ini;com.uj.atm.common.Account;854;OK;30;cpFromLog;3;1;13;13;10;8;8;2;0;0;0;2;0;0;0
21_9.ini;com.uj.atm.common.Atm;812;OK;6;cpFromLog;0,75;1;11;9;8;6;6;0;2;0;0;2;0;0;0
21_9.ini;com.uj.atm.common.CreditCard;1017;OK;71;cpFromLog;2,73;1;32;29;26;20;20;4;2;0;0;2;0;0;0
21_9.ini;com.uj.atm.common.DummySample;387;OK;71;cpFromLog;2,73;1;32;29;26;20;20;4;2;0;0;2;0;0;0
22.ini;com.uj.atm.common.Account;885;OK;38;cpFromLog;3,17;1;11;11;12;9;9;3;0;0;0;0;0;0;0
22.ini;com.uj.atm.common.Atm;1006;OK;62;cpFromLog;2,7;1;17;17;23;17;17;6;0;0;0;0;0;0;0
22.ini;com.uj.atm.common.CreditCard;1089;OK;80;cpFromLog;2,76;1;29;29;29;29;29;0;0;0;0;0;0;0;0
22.ini;com.uj.atm.common.DummySample;393;OK;80;cpFromLog;2,76;1;29;29;29;29;29;0;0;0;0;0;0;0;0
22_1.ini;com.uj.atm.common.Account;777;OK;1;cpFromLog;0,08;1;11;4;12;1;1;0;11;0;0;13;0;0;0
22_1.ini;com.uj.atm.common.Atm;413;OK;0;cpFromLog;0;1;17;0;23;0;0;0;23;0;0;13;0;0;0
22_1.ini;com.uj.atm.common.CreditCard;910;OK;16;cpFromLog;0,55;1;29;15;29;16;16;0;13;0;0;13;0;0;0
22_1.ini;com.uj.atm.common.DummySample;380;OK;16;cpFromLog;0,55;1;29;15;29;16;16;0;13;0;0;13;0;0;0
22_10.ini;com.uj.atm.common.Account;863;OK;13;cpFromLog;1,08;1;11;7;12;3;3;2;7;0;0;30;0;0;0
22_10.ini;com.uj.atm.common.Atm;848;OK;3;cpFromLog;0,13;1;17;7;23;3;3;0;20;0;0;30;0;0;0
22_10.ini;com.uj.atm.common.CreditCard;1085;OK;63;cpFromLog;2,17;1;29;25;29;20;20;7;2;0;0;30;0;0;0
22_10.ini;com.uj.atm.common.DummySample;419;OK;63;cpFromLog;2,17;1;29;25;29;20;20;7;2;0;0;30;0;0;0
22_11.ini;com.uj.atm.common.Account;870;OK;31;cpFromLog;2,58;1;11;11;12;9;9;3;0;0;0;6;0;0;0
22_11.ini;com.uj.atm.common.Atm;972;OK;27;cpFromLog;1,17;1;17;16;23;19;19;3;1;0;0;6;0;0;0
22_11.ini;com.uj.atm.common.CreditCard;1059;OK;68;cpFromLog;2,34;1;29;27;29;26;26;3;0;0;0;6;0;0;0
22_11.ini;com.uj.atm.common.DummySample;397;OK;68;cpFromLog;2,34;1;29;27;29;26;26;3;0;0;0;6;0;0;0
22_12.ini;com.uj.atm.common.Account;887;OK;34;cpFromLog;2,83;1;11;11;12;9;9;3;0;0;0;6;0;0;0
22_12.ini;com.uj.atm.common.Atm;957;OK;26;cpFromLog;1,13;1;17;16;23;19;19;3;1;0;0;6;0;0;0
22_12.ini;com.uj.atm.common.CreditCard;1084;OK;101;cpFromLog;3,48;1;29;27;29;26;26;3;0;0;0;6;0;0;0
22_12.ini;com.uj.atm.common.DummySample;389;OK;101;cpFromLog;3,48;1;29;27;29;26;26;3;0;0;0;6;0;0;0
22_13.ini;com.uj.atm.common.Account;884;OK;41;cpFromLog;3,42;1;11;11;12;6;6;6;0;0;0;5;0;0;0
22_13.ini;com.uj.atm.common.Atm;950;OK;37;cpFromLog;1,61;1;17;15;23;12;12;9;2;0;0;5;0;0;0
22_13.ini;com.uj.atm.common.CreditCard;1040;OK;55;cpFromLog;1,9;1;29;27;29;25;25;2;2;0;0;5;0;0;0
22_13.ini;com.uj.atm.common.DummySample;378;OK;55;cpFromLog;1,9;1;29;27;29;25;25;2;2;0;0;5;0;0;0
22_14.ini;com.uj.atm.common.Account;882;OK;42;cpFromLog;3,5;1;11;11;12;6;6;6;0;0;0;5;0;0;0
22_14.ini;com.uj.atm.common.Atm;943;OK;37;cpFromLog;1,61;1;17;15;23;12;12;9;2;0;0;5;0;0;0
22_14.ini;com.uj.atm.common.CreditCard;1036;OK;55;cpFromLog;1,9;1;29;27;29;25;25;2;2;0;0;5;0;0;0
22_14.ini;com.uj.atm.common.DummySample;379;OK;55;cpFromLog;1,9;1;29;27;29;25;25;2;2;0;0;5;0;0;0
22_15.ini;com.uj.atm.common.Account;874;OK;32;cpFromLog;2,67;1;11;10;12;6;6;5;1;0;0;9;0;0;0
22_15.ini;com.uj.atm.common.Atm;861;OK;16;cpFromLog;0,7;1;17;10;23;9;9;2;12;0;0;9;0;0;0
22_15.ini;com.uj.atm.common.CreditCard;1022;OK;33;cpFromLog;1,14;1;29;27;29;25;25;2;2;0;0;9;0;0;0
22_15.ini;com.uj.atm.common.DummySample;387;OK;33;cpFromLog;1,14;1;29;27;29;25;25;2;2;0;0;9;0;0;0
22_16.ini;com.uj.atm.common.Account;884;OK;34;cpFromLog;2,83;1;11;10;12;7;7;4;1;0;0;17;0;0;0
22_16.ini;com.uj.atm.common.Atm;939;OK;25;cpFromLog;1,09;1;17;12;23;8;8;11;4;0;0;17;0;0;0
22_16.ini;com.uj.atm.common.CreditCard;1087;OK;143;cpFromLog;4,93;1;29;21;29;14;14;12;3;0;0;17;0;0;0
22_16.ini;com.uj.atm.common.DummySample;399;OK;143;cpFromLog;4,93;1;29;21;29;14;14;12;3;0;0;17;0;0;0
22_17.ini;com.uj.atm.common.Account;860;OK;27;cpFromLog;2,25;1;11;11;12;7;7;5;0;0;0;13;0;0;0
22_17.ini;com.uj.atm.common.Atm;409;OK;0;cpFromLog;0;1;17;0;23;0;0;0;23;0;0;13;0;0;0
22_17.ini;com.uj.atm.common.CreditCard;1026;OK;52;cpFromLog;1,79;1;29;20;29;8;8;18;3;0;0;13;0;0;0
22_17.ini;com.uj.atm.common.DummySample;380;OK;52;cpFromLog;1,79;1;29;20;29;8;8;18;3;0;0;13;0;0;0
22_18.ini;com.uj.atm.common.Account;885;OK;24;cpFromLog;2;1;11;11;12;9;9;3;0;0;0;22;0;0;0
22_18.ini;com.uj.atm.common.Atm;950;OK;34;cpFromLog;1,48;1;17;10;23;6;6;12;5;0;0;22;0;0;0
22_18.ini;com.uj.atm.common.CreditCard;1037;OK;57;cpFromLog;1,97;1;29;23;29;18;18;8;3;0;0;22;0;0;0
22_18.ini;com.uj.atm.common.DummySample;403;OK;57;cpFromLog;1,97;1;29;23;29;18;18;8;3;0;0;22;0;0;0
22_19.ini;com.uj.atm.common.Account;877;OK;13;cpFromLog;1,08;1;11;10;12;8;8;3;1;0;0;30;0;0;0
22_19.ini;com.uj.atm.common.Atm;815;OK;2;cpFromLog;0,09;1;17;5;23;2;2;0;21;0;0;30;0;0;0
22_19.ini;com.uj.atm.common.CreditCard;1044;OK;70;cpFromLog;2,41;1;29;19;29;18;18;6;5;0;0;30;0;0;0
22_19.ini;com.uj.atm.common.DummySample;404;OK;70;cpFromLog;2,41;1;29;19;29;18;18;6;5;0;0;30;0;0;0
22_2.ini;com.uj.atm.common.Account;873;OK;16;cpFromLog;1,33;1;11;10;12;6;6;5;1;0;0;33;0;0;0
22_2.ini;com.uj.atm.common.Atm;879;OK;13;cpFromLog;0,57;1;17;8;23;2;2;8;13;0;0;33;0;0;0
22_2.ini;com.uj.atm.common.CreditCard;1038;OK;66;cpFromLog;2,28;1;29;19;29;4;4;19;6;0;0;33;0;0;0
22_2.ini;com.uj.atm.common.DummySample;403;OK;66;cpFromLog;2,28;1;29;19;29;4;4;19;6;0;0;33;0;0;0
22_20.ini;com.uj.atm.common.Account;907;OK;25;cpFromLog;2,08;1;11;11;12;10;10;2;0;0;0;12;0;0;0
22_20.ini;com.uj.atm.common.Atm;971;OK;30;cpFromLog;1,3;1;17;15;23;17;17;1;5;0;0;12;0;0;0
22_20.ini;com.uj.atm.common.CreditCard;1128;OK;108;cpFromLog;3,72;1;29;29;29;29;29;0;0;0;0;12;0;0;0
22_20.ini;com.uj.atm.common.DummySample;414;OK;108;cpFromLog;3,72;1;29;29;29;29;29;0;0;0;0;12;0;0;0
22_21.ini;com.uj.atm.common.Account;872;OK;27;cpFromLog;2,25;1;11;11;12;10;10;2;0;0;0;13;0;0;0
22_21.ini;com.uj.atm.common.Atm;826;OK;6;cpFromLog;0,26;1;17;6;23;3;3;3;17;0;0;13;0;0;0
22_21.ini;com.uj.atm.common.CreditCard;964;OK;50;cpFromLog;1,72;1;29;18;29;17;17;2;10;0;0;13;0;0;0
22_21.ini;com.uj.atm.common.DummySample;387;OK;50;cpFromLog;1,72;1;29;18;29;17;17;2;10;0;0;13;0;0;0
22_23.ini;com.uj.atm.common.Account;821;OK;11;cpFromLog;0,92;1;11;10;12;8;8;3;1;0;0;3;0;0;0
22_23.ini;com.uj.atm.common.Atm;387;OK;0;cpFromLog;0;1;17;0;23;0;0;0;23;0;0;3;0;0;0
22_23.ini;com.uj.atm.common.CreditCard;383;OK;0;cpFromLog;0;1;29;0;29;0;0;0;29;0;0;3;0;0;0
22_23.ini;com.uj.atm.common.DummySample;355;OK;0;cpFromLog;0;1;29;0;29;0;0;0;29;0;0;3;0;0;0
22_24.ini;com.uj.atm.common.Account;911;OK;41;cpFromLog;3,42;1;11;11;12;10;10;2;0;0;0;22;0;0;0
22_24.ini;com.uj.atm.common.Atm;962;OK;27;cpFromLog;1,17;1;17;11;23;6;6;12;5;0;0;22;0;0;0
22_24.ini;com.uj.atm.common.CreditCard;1076;OK;93;cpFromLog;3,21;1;29;20;29;14;14;12;3;0;0;22;0;0;0
22_24.ini;com.uj.atm.common.DummySample;410;OK;93;cpFromLog;3,21;1;29;20;29;14;14;12;3;0;0;22;0;0;0
22_25.ini;com.uj.atm.common.Account;1460;OK;26;cpFromLog;2,17;1;11;9;12;5;5;5;2;0;0;76;0;0;0
22_25.ini;com.uj.atm.common.Atm;1647;OK;68;cpFromLog;2,96;1;17;12;23;8;8;11;4;0;0;76;0;0;0
22_25.ini;com.uj.atm.common.CreditCard;1856;OK;139;cpFromLog;4,79;1;29;21;29;15;15;6;8;0;0;76;0;0;0
22_25.ini;com.uj.atm.common.DummySample;1027;OK;139;cpFromLog;4,79;1;29;21;29;15;15;6;8;0;0;76;0;0;0
22_3.ini;com.uj.atm.common.Account;850;OK;16;cpFromLog;1,33;1;11;11;12;10;10;2;0;0;0;5;0;0;0
22_3.ini;com.uj.atm.common.Atm;780;OK;3;cpFromLog;0,13;1;17;7;23;3;3;0;20;0;0;5;0;0;0
22_3.ini;com.uj.atm.common.CreditCard;1010;OK;44;cpFromLog;1,52;1;29;29;29;29;29;0;0;0;0;5;0;0;0
22_3.ini;com.uj.atm.common.DummySample;368;OK;44;cpFromLog;1,52;1;29;29;29;29;29;0;0;0;0;5;0;0;0
22_4.ini;com.uj.atm.common.Account;919;OK;53;cpFromLog;4,42;1;11;10;12;7;7;4;1;0;0;13;0;0;0
22_4.ini;com.uj.atm.common.Atm;953;OK;18;cpFromLog;0,78;1;17;15;23;18;18;0;5;0;0;13;0;0;0
22_4.ini;com.uj.atm.common.CreditCard;1121;OK;83;cpFromLog;2,86;1;29;29;29;29;29;0;0;0;0;13;0;0;0
22_4.ini;com.uj.atm.common.DummySample;413;OK;83;cpFromLog;2,86;1;29;29;29;29;29;0;0;0;0;13;0;0;0
22_5.ini;com.uj.atm.common.Account;407;OK;0;cpFromLog;0;1;11;0;12;0;0;0;12;0;0;27;0;0;0
22_5.ini;com.uj.atm.common.Atm;410;OK;0;cpFromLog;0;1;17;0;23;0;0;0;23;0;0;27;0;0;0
22_5.ini;com.uj.atm.common.CreditCard;421;OK;0;cpFromLog;0;1;29;0;29;0;0;0;29;0;0;27;0;0;0
22_5.ini;com.uj.atm.common.DummySample;377;OK;0;cpFromLog;0;1;29;0;29;0;0;0;29;0;0;27;0;0;0
22_6.ini;com.uj.atm.common.Account;873;OK;15;cpFromLog;1,25;1;11;10;12;8;8;3;1;0;0;12;0;0;0
22_6.ini;com.uj.atm.common.Atm;949;OK;24;cpFromLog;1,04;1;17;12;23;8;8;11;4;0;0;12;0;0;0
22_6.ini;com.uj.atm.common.CreditCard;999;OK;65;cpFromLog;2,24;1;29;18;29;17;17;2;10;0;0;12;0;0;0
22_6.ini;com.uj.atm.common.DummySample;401;OK;65;cpFromLog;2,24;1;29;18;29;17;17;2;10;0;0;12;0;0;0
22_7.ini;com.uj.atm.common.Account;899;OK;31;cpFromLog;2,58;1;11;10;12;8;8;3;1;0;0;27;0;0;0
22_7.ini;com.uj.atm.common.Atm;991;OK;24;cpFromLog;1,04;1;17;16;23;22;22;0;1;0;0;27;0;0;0
22_7.ini;com.uj.atm.common.CreditCard;1106;OK;59;cpFromLog;2,03;1;29;27;29;28;28;1;0;0;0;27;0;0;0
22_7.ini;com.uj.atm.common.DummySample;406;OK;59;cpFromLog;2,03;1;29;27;29;28;28;1;0;0;0;27;0;0;0
22_8.ini;com.uj.atm.common.Account;853;OK;27;cpFromLog;2,25;1;11;11;12;6;6;6;0;0;0;10;0;0;0
22_8.ini;com.uj.atm.common.Atm;786;OK;4;cpFromLog;0,17;1;17;5;23;0;0;4;19;0;0;10;0;0;0
22_8.ini;com.uj.atm.common.CreditCard;850;OK;22;cpFromLog;0,76;1;29;9;29;0;0;9;20;0;0;10;0;0;0
22_8.ini;com.uj.atm.common.DummySample;370;OK;22;cpFromLog;0,76;1;29;9;29;0;0;9;20;0;0;10;0;0;0
22_9.ini;com.uj.atm.common.Account;860;OK;27;cpFromLog;2,25;1;11;11;12;9;9;3;0;0;0;5;0;0;0
22_9.ini;com.uj.atm.common.Atm;896;OK;17;cpFromLog;0,74;1;17;14;23;14;14;3;6;0;0;5;0;0;0
22_9.ini;com.uj.atm.common.CreditCard;1062;OK;71;cpFromLog;2,45;1;29;27;29;25;25;4;0;0;0;5;0;0;0
22_9.ini;com.uj.atm.common.DummySample;378;OK;71;cpFromLog;2,45;1;29;27;29;25;25;4;0;0;0;5;0;0;0
23.ini;com.uj.atm.common.Account;831;OK;17;cpFromLog;1,42;1;12;12;12;10;10;2;0;0;0;1;0;0;0
23.ini;com.uj.atm.common.Atm;388;OK;0;cpFromLog;0;1;19;0;15;0;0;0;15;0;0;1;0;0;0
23.ini;com.uj.atm.common.CreditCard;875;OK;19;cpFromLog;1;1;32;30;19;19;19;0;0;0;0;1;0;0;0
23.ini;com.uj.atm.common.DummySample;363;OK;19;cpFromLog;1;1;32;30;19;19;19;0;0;0;0;1;0;0;0
23_1.ini;com.uj.atm.common.Account;860;OK;12;cpFromLog;1;1;12;10;12;6;6;6;0;0;0;10;0;0;0
23_1.ini;com.uj.atm.common.Atm;819;OK;6;cpFromLog;0,4;1;19;8;15;6;6;0;9;0;0;10;0;0;0
23_1.ini;com.uj.atm.common.CreditCard;853;OK;11;cpFromLog;0,58;1;32;15;19;11;11;0;8;0;0;10;0;0;0
23_1.ini;com.uj.atm.common.DummySample;386;OK;11;cpFromLog;0,58;1;32;15;19;11;11;0;8;0;0;10;0;0;0
23_10.ini;com.uj.atm.common.Account;877;OK;19;cpFromLog;1,58;1;12;7;12;3;3;2;7;0;0;29;0;0;0
23_10.ini;com.uj.atm.common.Atm;859;OK;7;cpFromLog;0,47;1;19;9;15;6;6;0;9;0;0;29;0;0;0
23_10.ini;com.uj.atm.common.CreditCard;911;OK;20;cpFromLog;1,05;1;32;17;19;9;9;1;9;0;0;29;0;0;0
23_10.ini;com.uj.atm.common.DummySample;429;OK;20;cpFromLog;1,05;1;32;17;19;9;9;1;9;0;0;29;0;0;0
