INPUT_CFG;CLASS;TIME;INFO;TEST_RAN;TEST_FOUND;TEST_RAN_PER_MUT;NUMBER_Of_FILES;NUMBER_Of_LINES;NUMBER_Of_LINES_COVERED;NUMBER_Of_MUTATIONS;NUMBER_Of_MUTATIONS_DETECTED;KILLED;SURVIVED;NO_COVERAGE;TIMED_OUT;MEMORY_ERRORRUN_ERROR;RUN_ERROR;NON_VIABLE;NOT_STARTED;STARTED
11_8.ini;com.uj.atm.common.DummySample;401;OK;18;cpFromLog;1;1;33;28;18;13;13;5;0;0;0;3;0;0;0
11_9.ini;com.uj.atm.common.Account;936;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;0;0;0;0
11_9.ini;com.uj.atm.common.Atm;1012;OK;13;cpFromLog;1;1;25;18;13;12;12;1;0;0;0;0;0;0;0
11_9.ini;com.uj.atm.common.CreditCard;1273;OK;21;cpFromLog;1;1;33;33;21;13;13;8;0;0;0;0;0;0;0
11_9.ini;com.uj.atm.common.DummySample;398;OK;21;cpFromLog;1;1;33;33;21;13;13;8;0;0;0;0;0;0;0
12.ini;com.uj.atm.common.Account;971;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;0;0;0;0
12.ini;com.uj.atm.common.Atm;1143;OK;20;cpFromLog;1;1;25;25;20;20;20;0;0;0;0;0;0;0;0
12.ini;com.uj.atm.common.CreditCard;1411;OK;21;cpFromLog;1;1;33;33;21;13;13;8;0;0;0;0;0;0;0
12.ini;com.uj.atm.common.DummySample;411;OK;21;cpFromLog;1;1;33;33;21;13;13;8;0;0;0;0;0;0;0
12_1.ini;com.uj.atm.common.Account;789;OK;1;cpFromLog;1;1;6;4;1;1;1;0;0;0;0;13;0;0;0
12_1.ini;com.uj.atm.common.Atm;790;OK;1;cpFromLog;1;1;25;4;1;1;1;0;0;0;0;13;0;0;0
12_1.ini;com.uj.atm.common.CreditCard;862;OK;7;cpFromLog;1;1;33;14;7;7;7;0;0;0;0;13;0;0;0
12_1.ini;com.uj.atm.common.DummySample;398;OK;7;cpFromLog;1;1;33;14;7;7;7;0;0;0;0;13;0;0;0
12_10.ini;com.uj.atm.common.Account;881;OK;3;cpFromLog;1;1;6;5;3;2;2;1;0;0;0;31;0;0;0
12_10.ini;com.uj.atm.common.Atm;856;OK;2;cpFromLog;1;1;25;5;2;1;1;1;0;0;0;31;0;0;0
12_10.ini;com.uj.atm.common.CreditCard;1264;OK;16;cpFromLog;1;1;33;27;16;8;8;8;0;0;0;31;0;0;0
12_10.ini;com.uj.atm.common.DummySample;435;OK;16;cpFromLog;1;1;33;27;16;8;8;8;0;0;0;31;0;0;0
12_11.ini;com.uj.atm.common.Account;975;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;0;0;0;0
12_11.ini;com.uj.atm.common.Atm;1148;OK;20;cpFromLog;1;1;25;25;20;20;20;0;0;0;0;0;0;0;0
12_11.ini;com.uj.atm.common.CreditCard;1423;OK;21;cpFromLog;1;1;33;33;21;13;13;8;0;0;0;0;0;0;0
12_11.ini;com.uj.atm.common.DummySample;412;OK;21;cpFromLog;1;1;33;33;21;13;13;8;0;0;0;0;0;0;0
12_13.ini;com.uj.atm.common.Account;1019;OK;8;cpFromLog;1;1;6;6;8;4;4;4;0;0;0;3;0;0;0
12_13.ini;com.uj.atm.common.Atm;1084;OK;16;cpFromLog;1;1;25;21;16;11;11;5;0;0;0;3;0;0;0
12_13.ini;com.uj.atm.common.CreditCard;1354;OK;19;cpFromLog;1;1;33;31;19;11;11;8;0;0;0;3;0;0;0
12_13.ini;com.uj.atm.common.DummySample;407;OK;19;cpFromLog;1;1;33;31;19;11;11;8;0;0;0;3;0;0;0
12_14.ini;com.uj.atm.common.Account;1028;OK;8;cpFromLog;1;1;6;6;8;4;4;4;0;0;0;3;0;0;0
12_14.ini;com.uj.atm.common.Atm;1105;OK;16;cpFromLog;1;1;25;21;16;11;11;5;0;0;0;3;0;0;0
12_14.ini;com.uj.atm.common.CreditCard;1355;OK;19;cpFromLog;1;1;33;31;19;10;10;9;0;0;0;3;0;0;0
12_14.ini;com.uj.atm.common.DummySample;404;OK;19;cpFromLog;1;1;33;31;19;10;10;9;0;0;0;3;0;0;0
12_15.ini;com.uj.atm.common.Account;951;OK;8;cpFromLog;1;1;6;6;8;4;4;4;0;0;0;10;0;0;0
12_15.ini;com.uj.atm.common.Atm;909;OK;7;cpFromLog;1;1;25;11;7;7;7;0;0;0;0;10;0;0;0
12_15.ini;com.uj.atm.common.CreditCard;1279;OK;17;cpFromLog;1;1;33;29;17;14;14;3;0;0;0;10;0;0;0
12_15.ini;com.uj.atm.common.DummySample;406;OK;17;cpFromLog;1;1;33;29;17;14;14;3;0;0;0;10;0;0;0
12_16.ini;com.uj.atm.common.Account;1028;OK;8;cpFromLog;1;1;6;6;8;5;5;3;0;0;0;14;0;0;0
12_16.ini;com.uj.atm.common.Atm;946;OK;11;cpFromLog;1;1;25;15;11;10;10;1;0;0;0;14;0;0;0
12_16.ini;com.uj.atm.common.CreditCard;1286;OK;16;cpFromLog;1;1;33;27;16;14;14;2;0;0;0;14;0;0;0
12_16.ini;com.uj.atm.common.DummySample;420;OK;16;cpFromLog;1;1;33;27;16;14;14;2;0;0;0;14;0;0;0
12_17.ini;com.uj.atm.common.Account;929;OK;8;cpFromLog;1;1;6;6;8;4;4;4;0;0;0;13;0;0;0
12_17.ini;com.uj.atm.common.Atm;431;OK;8;cpFromLog;1;1;6;6;8;4;4;4;0;0;0;13;0;0;0
12_17.ini;com.uj.atm.common.CreditCard;1154;OK;20;cpFromLog;1;1;33;31;20;14;14;6;0;0;0;13;0;0;0
12_17.ini;com.uj.atm.common.DummySample;411;OK;20;cpFromLog;1;1;33;31;20;14;14;6;0;0;0;13;0;0;0
12_18.ini;com.uj.atm.common.Account;998;OK;8;cpFromLog;1;1;6;6;8;5;5;3;0;0;0;18;0;0;0
12_18.ini;com.uj.atm.common.Atm;956;OK;11;cpFromLog;1;1;25;14;11;10;10;1;0;0;0;18;0;0;0
12_18.ini;com.uj.atm.common.CreditCard;1296;OK;20;cpFromLog;1;1;33;31;20;15;15;5;0;0;0;18;0;0;0
12_18.ini;com.uj.atm.common.DummySample;426;OK;20;cpFromLog;1;1;33;31;20;15;15;5;0;0;0;18;0;0;0
12_19.ini;com.uj.atm.common.Account;948;OK;8;cpFromLog;1;1;6;6;8;5;5;3;0;0;0;17;0;0;0
12_19.ini;com.uj.atm.common.Atm;1007;OK;10;cpFromLog;1;1;25;13;10;5;5;5;0;0;0;17;0;0;0
12_19.ini;com.uj.atm.common.CreditCard;1236;OK;19;cpFromLog;1;1;33;31;19;15;15;4;0;0;0;17;0;0;0
12_19.ini;com.uj.atm.common.DummySample;426;OK;19;cpFromLog;1;1;33;31;19;15;15;4;0;0;0;17;0;0;0
12_2.ini;com.uj.atm.common.Account;23210;OK;8;cpFromLog;1;1;6;6;8;3;3;5;0;0;0;11;0;0;0
12_2.ini;com.uj.atm.common.Atm;23302;OK;15;cpFromLog;1;1;25;20;15;12;12;3;0;0;0;11;0;0;0
12_2.ini;com.uj.atm.common.CreditCard;23730;OK;21;cpFromLog;1;1;33;33;21;15;15;6;0;0;0;11;0;0;0
12_2.ini;com.uj.atm.common.DummySample;22529;OK;21;cpFromLog;1;1;33;33;21;15;15;6;0;0;0;11;0;0;0
12_20.ini;com.uj.atm.common.Account;1043;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;17;0;0;0
12_20.ini;com.uj.atm.common.Atm;1184;OK;17;cpFromLog;1;1;25;22;17;14;14;3;0;0;0;17;0;0;0
12_20.ini;com.uj.atm.common.CreditCard;1601;OK;19;cpFromLog;1;1;33;30;19;13;13;6;0;0;0;17;0;0;0
12_20.ini;com.uj.atm.common.DummySample;440;OK;19;cpFromLog;1;1;33;30;19;13;13;6;0;0;0;17;0;0;0
12_21.ini;com.uj.atm.common.Account;1011;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;13;0;0;0
12_21.ini;com.uj.atm.common.Atm;844;OK;4;cpFromLog;1;1;25;7;4;3;3;1;0;0;0;13;0;0;0
12_21.ini;com.uj.atm.common.CreditCard;1139;OK;17;cpFromLog;1;1;33;29;17;14;14;3;0;0;0;13;0;0;0
12_21.ini;com.uj.atm.common.DummySample;415;OK;17;cpFromLog;1;1;33;29;17;14;14;3;0;0;0;13;0;0;0
12_22.ini;com.uj.atm.common.Account;1041;OK;8;cpFromLog;1;1;6;6;8;3;3;5;0;0;0;11;0;0;0
12_22.ini;com.uj.atm.common.Atm;1181;OK;16;cpFromLog;1;1;25;21;16;6;6;10;0;0;0;11;0;0;0
12_22.ini;com.uj.atm.common.CreditCard;1521;OK;19;cpFromLog;1;1;33;30;19;9;9;10;0;0;0;11;0;0;0
12_22.ini;com.uj.atm.common.DummySample;417;OK;19;cpFromLog;1;1;33;30;19;9;9;10;0;0;0;11;0;0;0
12_23.ini;com.uj.atm.common.Account;828;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;3;0;0;0
12_23.ini;com.uj.atm.common.Atm;374;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;3;0;0;0
12_23.ini;com.uj.atm.common.CreditCard;377;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;3;0;0;0
12_23.ini;com.uj.atm.common.DummySample;349;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;3;0;0;0
12_24.ini;com.uj.atm.common.Account;1201;OK;8;cpFromLog;1;1;6;6;8;3;3;5;0;0;0;9;0;0;0
12_24.ini;com.uj.atm.common.Atm;1048;OK;13;cpFromLog;1;1;25;17;13;11;11;2;0;0;0;9;0;0;0
12_24.ini;com.uj.atm.common.CreditCard;1382;OK;20;cpFromLog;1;1;33;31;20;15;15;5;0;0;0;9;0;0;0
12_24.ini;com.uj.atm.common.DummySample;428;OK;20;cpFromLog;1;1;33;31;20;15;15;5;0;0;0;9;0;0;0
12_25.ini;com.uj.atm.common.Account;1509;OK;8;cpFromLog;1;1;6;6;8;3;3;5;0;0;0;58;0;0;0
12_25.ini;com.uj.atm.common.Atm;1766;OK;9;cpFromLog;1;1;25;12;9;5;5;4;0;0;0;58;0;0;0
12_25.ini;com.uj.atm.common.CreditCard;4270;OK;12;cpFromLog;1;1;33;24;12;10;10;2;0;0;0;58;0;0;0
12_25.ini;com.uj.atm.common.DummySample;1043;OK;12;cpFromLog;1;1;33;24;12;10;10;2;0;0;0;58;0;0;0
12_3.ini;com.uj.atm.common.Account;949;OK;8;cpFromLog;1;1;6;6;8;3;3;5;0;0;0;6;0;0;0
12_3.ini;com.uj.atm.common.Atm;825;OK;3;cpFromLog;1;1;25;6;3;2;2;1;0;0;0;6;0;0;0
12_3.ini;com.uj.atm.common.CreditCard;1176;OK;17;cpFromLog;1;1;33;28;17;10;10;7;0;0;0;6;0;0;0
12_3.ini;com.uj.atm.common.DummySample;409;OK;17;cpFromLog;1;1;33;28;17;10;10;7;0;0;0;6;0;0;0
12_4.ini;com.uj.atm.common.Account;1152;OK;8;cpFromLog;1;1;6;6;8;4;4;4;0;0;0;12;0;0;0
12_4.ini;com.uj.atm.common.Atm;1163;OK;15;cpFromLog;1;1;25;20;15;8;8;7;0;0;0;12;0;0;0
12_4.ini;com.uj.atm.common.CreditCard;1930;OK;20;cpFromLog;1;1;33;32;20;12;12;8;0;0;0;12;0;0;0
12_4.ini;com.uj.atm.common.DummySample;436;OK;20;cpFromLog;1;1;33;32;20;12;12;8;0;0;0;12;0;0;0
12_5.ini;com.uj.atm.common.Account;402;OK;20;cpFromLog;1;1;33;32;20;12;12;8;0;0;0;27;0;0;0
12_5.ini;com.uj.atm.common.Atm;400;OK;20;cpFromLog;1;1;33;32;20;12;12;8;0;0;0;27;0;0;0
12_5.ini;com.uj.atm.common.CreditCard;398;OK;20;cpFromLog;1;1;33;32;20;12;12;8;0;0;0;27;0;0;0
12_5.ini;com.uj.atm.common.DummySample;380;OK;20;cpFromLog;1;1;33;32;20;12;12;8;0;0;0;27;0;0;0
12_6.ini;com.uj.atm.common.Account;940;OK;8;cpFromLog;1;1;6;6;8;5;5;3;0;0;0;14;0;0;0
12_6.ini;com.uj.atm.common.Atm;965;OK;11;cpFromLog;1;1;25;14;11;9;9;2;0;0;0;14;0;0;0
12_6.ini;com.uj.atm.common.CreditCard;1118;OK;13;cpFromLog;1;1;33;25;13;9;9;4;0;0;0;14;0;0;0
12_6.ini;com.uj.atm.common.DummySample;414;OK;13;cpFromLog;1;1;33;25;13;9;9;4;0;0;0;14;0;0;0
12_7.ini;com.uj.atm.common.Account;1090;OK;8;cpFromLog;1;1;6;6;8;4;4;4;0;0;0;33;0;0;0
12_7.ini;com.uj.atm.common.Atm;1149;OK;15;cpFromLog;1;1;25;20;15;13;13;2;0;0;0;33;0;0;0
12_7.ini;com.uj.atm.common.CreditCard;1525;OK;19;cpFromLog;1;1;33;30;19;16;16;3;0;0;0;33;0;0;0
12_7.ini;com.uj.atm.common.DummySample;439;OK;19;cpFromLog;1;1;33;30;19;16;16;3;0;0;0;33;0;0;0
12_8.ini;com.uj.atm.common.Account;1061;OK;8;cpFromLog;1;1;6;6;8;4;4;4;0;0;0;3;0;0;0
12_8.ini;com.uj.atm.common.Atm;875;OK;7;cpFromLog;1;1;25;11;7;5;5;2;0;0;0;3;0;0;0
12_8.ini;com.uj.atm.common.CreditCard;1174;OK;18;cpFromLog;1;1;33;28;18;11;11;7;0;0;0;3;0;0;0
12_8.ini;com.uj.atm.common.DummySample;399;OK;18;cpFromLog;1;1;33;28;18;11;11;7;0;0;0;3;0;0;0
12_9.ini;com.uj.atm.common.Account;1006;OK;8;cpFromLog;1;1;6;6;8;6;6;2;0;0;0;0;0;0;0
12_9.ini;com.uj.atm.common.Atm;1089;OK;13;cpFromLog;1;1;25;18;13;12;12;1;0;0;0;0;0;0;0
12_9.ini;com.uj.atm.common.CreditCard;1437;OK;21;cpFromLog;1;1;33;33;21;13;13;8;0;0;0;0;0;0;0
12_9.ini;com.uj.atm.common.DummySample;410;OK;21;cpFromLog;1;1;33;33;21;13;13;8;0;0;0;0;0;0;0
13.ini;com.uj.atm.common.Account;1218;OK;11;cpFromLog;1;1;8;8;11;4;4;7;0;0;0;0;0;0;0
13.ini;com.uj.atm.common.Atm;1139;OK;20;cpFromLog;1;1;18;18;20;9;9;11;0;0;0;0;0;0;0
13.ini;com.uj.atm.common.CreditCard;2097;OK;35;cpFromLog;1;1;32;32;35;7;7;28;0;0;0;0;0;0;0
13.ini;com.uj.atm.common.DummySample;381;OK;35;cpFromLog;1;1;32;32;35;7;7;28;0;0;0;0;0;0;0
13_1.ini;com.uj.atm.common.Account;924;OK;11;cpFromLog;1;1;8;8;11;6;6;5;0;0;0;11;0;0;0
13_1.ini;com.uj.atm.common.Atm;406;OK;11;cpFromLog;1;1;8;8;11;6;6;5;0;0;0;11;0;0;0
13_1.ini;com.uj.atm.common.CreditCard;1294;OK;35;cpFromLog;1;1;32;32;35;31;31;4;0;0;0;11;0;0;0
13_1.ini;com.uj.atm.common.DummySample;385;OK;35;cpFromLog;1;1;32;32;35;31;31;4;0;0;0;11;0;0;0
13_10.ini;com.uj.atm.common.Account;981;OK;5;cpFromLog;1;1;8;6;5;3;3;2;0;0;0;28;0;0;0
13_10.ini;com.uj.atm.common.Atm;892;OK;4;cpFromLog;1;1;18;7;4;4;4;0;0;0;0;28;0;0;0
13_10.ini;com.uj.atm.common.CreditCard;1472;OK;22;cpFromLog;1;1;32;23;22;11;11;11;0;0;0;28;0;0;0
13_10.ini;com.uj.atm.common.DummySample;414;OK;22;cpFromLog;1;1;32;23;22;11;11;11;0;0;0;28;0;0;0
13_11.ini;com.uj.atm.common.Account;1089;OK;11;cpFromLog;1;1;8;8;11;8;8;3;0;0;0;7;0;0;0
13_11.ini;com.uj.atm.common.Atm;1204;OK;19;cpFromLog;1;1;18;16;19;10;10;9;0;0;0;7;0;0;0
13_11.ini;com.uj.atm.common.CreditCard;1837;OK;35;cpFromLog;1;1;32;32;35;16;16;19;0;0;0;7;0;0;0
13_11.ini;com.uj.atm.common.DummySample;386;OK;35;cpFromLog;1;1;32;32;35;16;16;19;0;0;0;7;0;0;0
13_12.ini;com.uj.atm.common.Account;1094;OK;11;cpFromLog;1;1;8;8;11;8;8;3;0;0;0;7;0;0;0
13_12.ini;com.uj.atm.common.Atm;1194;OK;19;cpFromLog;1;1;18;16;19;9;9;10;0;0;0;7;0;0;0
13_12.ini;com.uj.atm.common.CreditCard;1884;OK;35;cpFromLog;1;1;32;32;35;15;15;20;0;0;0;7;0;0;0
13_12.ini;com.uj.atm.common.DummySample;379;OK;35;cpFromLog;1;1;32;32;35;15;15;20;0;0;0;7;0;0;0
13_14.ini;com.uj.atm.common.Account;1256;OK;11;cpFromLog;1;1;8;8;11;4;4;7;0;0;0;0;0;0;0
13_14.ini;com.uj.atm.common.Atm;1167;OK;20;cpFromLog;1;1;18;18;20;6;6;14;0;0;0;0;0;0;0
13_14.ini;com.uj.atm.common.CreditCard;2209;OK;35;cpFromLog;1;1;32;32;35;17;17;18;0;0;0;0;0;0;0
13_14.ini;com.uj.atm.common.DummySample;371;OK;35;cpFromLog;1;1;32;32;35;17;17;18;0;0;0;0;0;0;0
13_15.ini;com.uj.atm.common.Account;1181;OK;11;cpFromLog;1;1;8;8;11;6;6;5;0;0;0;7;0;0;0
13_15.ini;com.uj.atm.common.Atm;1035;OK;13;cpFromLog;1;1;18;13;13;8;8;5;0;0;0;7;0;0;0
13_15.ini;com.uj.atm.common.CreditCard;2093;OK;35;cpFromLog;1;1;32;32;35;16;16;19;0;0;0;7;0;0;0
13_15.ini;com.uj.atm.common.DummySample;375;OK;35;cpFromLog;1;1;32;32;35;16;16;19;0;0;0;7;0;0;0
13_16.ini;com.uj.atm.common.Account;1384;OK;11;cpFromLog;1;1;8;8;11;4;4;7;0;0;0;9;0;0;0
13_16.ini;com.uj.atm.common.Atm;1068;OK;15;cpFromLog;1;1;18;15;15;11;11;4;0;0;0;9;0;0;0
13_16.ini;com.uj.atm.common.CreditCard;1977;OK;35;cpFromLog;1;1;32;32;35;19;19;16;0;0;0;9;0;0;0
13_16.ini;com.uj.atm.common.DummySample;393;OK;35;cpFromLog;1;1;32;32;35;19;19;16;0;0;0;9;0;0;0
13_17.ini;com.uj.atm.common.Account;1293;OK;11;cpFromLog;1;1;8;8;11;4;4;7;0;0;0;6;0;0;0
13_17.ini;com.uj.atm.common.Atm;920;OK;11;cpFromLog;1;1;18;11;11;8;8;3;0;0;0;6;0;0;0
13_17.ini;com.uj.atm.common.CreditCard;1523;OK;25;cpFromLog;1;1;32;25;25;16;16;9;0;0;0;6;0;0;0
13_17.ini;com.uj.atm.common.DummySample;379;OK;25;cpFromLog;1;1;32;25;25;16;16;9;0;0;0;6;0;0;0
13_18.ini;com.uj.atm.common.Account;1373;OK;11;cpFromLog;1;1;8;8;11;7;7;4;0;0;0;11;0;0;0
13_18.ini;com.uj.atm.common.Atm;1095;OK;16;cpFromLog;1;1;18;14;16;9;9;7;0;0;0;11;0;0;0
13_18.ini;com.uj.atm.common.CreditCard;2320;OK;35;cpFromLog;1;1;32;32;35;20;20;15;0;0;0;11;0;0;0
13_18.ini;com.uj.atm.common.DummySample;391;OK;35;cpFromLog;1;1;32;32;35;20;20;15;0;0;0;11;0;0;0
13_19.ini;com.uj.atm.common.Account;1167;OK;11;cpFromLog;1;1;8;8;11;6;6;5;0;0;0;17;0;0;0
13_19.ini;com.uj.atm.common.Atm;1048;OK;14;cpFromLog;1;1;18;11;14;6;6;8;0;0;0;17;0;0;0
13_19.ini;com.uj.atm.common.CreditCard;1786;OK;35;cpFromLog;1;1;32;32;35;20;20;15;0;0;0;17;0;0;0
13_19.ini;com.uj.atm.common.DummySample;400;OK;35;cpFromLog;1;1;32;32;35;20;20;15;0;0;0;17;0;0;0
13_2.ini;com.uj.atm.common.Account;1129;OK;11;cpFromLog;1;1;8;8;11;3;3;8;0;0;0;28;0;0;0
13_2.ini;com.uj.atm.common.Atm;801;OK;2;cpFromLog;1;1;18;4;2;1;1;1;0;0;0;28;0;0;0
13_2.ini;com.uj.atm.common.CreditCard;1422;OK;23;cpFromLog;1;1;32;24;23;11;11;12;0;0;0;28;0;0;0
13_2.ini;com.uj.atm.common.DummySample;394;OK;23;cpFromLog;1;1;32;24;23;11;11;12;0;0;0;28;0;0;0
13_20.ini;com.uj.atm.common.Account;1297;OK;11;cpFromLog;1;1;8;8;11;9;9;2;0;0;0;9;0;0;0
13_20.ini;com.uj.atm.common.Atm;1447;OK;18;cpFromLog;1;1;18;16;18;11;11;7;0;0;0;9;0;0;0
13_20.ini;com.uj.atm.common.CreditCard;2608;OK;35;cpFromLog;1;1;32;32;35;14;14;21;0;0;0;9;0;0;0
13_20.ini;com.uj.atm.common.DummySample;402;OK;35;cpFromLog;1;1;32;32;35;14;14;21;0;0;0;9;0;0;0
13_21.ini;com.uj.atm.common.Account;1354;OK;11;cpFromLog;1;1;8;8;11;9;9;2;0;0;0;5;0;0;0
13_21.ini;com.uj.atm.common.Atm;829;OK;5;cpFromLog;1;1;18;7;5;5;5;0;0;0;0;5;0;0;0
13_21.ini;com.uj.atm.common.CreditCard;1660;OK;34;cpFromLog;1;1;32;31;34;21;21;13;0;0;0;5;0;0;0
13_21.ini;com.uj.atm.common.DummySample;376;OK;34;cpFromLog;1;1;32;31;34;21;21;13;0;0;0;5;0;0;0
13_22.ini;com.uj.atm.common.Account;1154;OK;11;cpFromLog;1;1;8;8;11;4;4;7;0;0;0;6;0;0;0
13_22.ini;com.uj.atm.common.Atm;1380;OK;20;cpFromLog;1;1;18;18;20;6;6;14;0;0;0;6;0;0;0
13_22.ini;com.uj.atm.common.CreditCard;2785;OK;32;cpFromLog;1;1;32;29;32;14;14;18;0;0;0;6;0;0;0
13_22.ini;com.uj.atm.common.DummySample;429;OK;32;cpFromLog;1;1;32;29;32;14;14;18;0;0;0;6;0;0;0
13_23.ini;com.uj.atm.common.Account;1081;OK;11;cpFromLog;1;1;8;8;11;7;7;4;0;0;0;2;0;0;0
13_23.ini;com.uj.atm.common.Atm;386;OK;11;cpFromLog;1;1;8;8;11;7;7;4;0;0;0;2;0;0;0
13_23.ini;com.uj.atm.common.CreditCard;1353;OK;35;cpFromLog;1;1;32;32;35;28;28;7;0;0;0;2;0;0;0
13_23.ini;com.uj.atm.common.DummySample;354;OK;35;cpFromLog;1;1;32;32;35;28;28;7;0;0;0;2;0;0;0
13_24.ini;com.uj.atm.common.Account;1864;OK;11;cpFromLog;1;1;8;8;11;5;5;6;0;0;0;11;0;0;0
13_24.ini;com.uj.atm.common.Atm;1231;OK;16;cpFromLog;1;1;18;15;16;9;9;7;0;0;0;11;0;0;0
13_24.ini;com.uj.atm.common.CreditCard;1951;OK;26;cpFromLog;1;1;32;26;26;14;14;12;0;0;0;11;0;0;0
13_24.ini;com.uj.atm.common.DummySample;400;OK;26;cpFromLog;1;1;32;26;26;14;14;12;0;0;0;11;0;0;0
13_25.ini;com.uj.atm.common.Account;1815;OK;11;cpFromLog;1;1;8;8;11;4;4;7;0;0;0;79;0;0;0
13_25.ini;com.uj.atm.common.Atm;2163;OK;14;cpFromLog;1;1;18;13;14;8;8;6;0;0;0;79;0;0;0
13_25.ini;com.uj.atm.common.CreditCard;10282;OK;33;cpFromLog;1;1;32;28;33;19;19;14;0;0;0;79;0;0;0
13_25.ini;com.uj.atm.common.DummySample;978;OK;33;cpFromLog;1;1;32;28;33;19;19;14;0;0;0;79;0;0;0
13_3.ini;com.uj.atm.common.Account;1159;OK;11;cpFromLog;1;1;8;8;11;7;7;4;0;0;0;0;0;0;0
13_3.ini;com.uj.atm.common.Atm;1057;OK;17;cpFromLog;1;1;18;16;17;14;14;3;0;0;0;0;0;0;0
13_3.ini;com.uj.atm.common.CreditCard;1897;OK;35;cpFromLog;1;1;32;32;35;27;27;8;0;0;0;0;0;0;0
13_3.ini;com.uj.atm.common.DummySample;365;OK;35;cpFromLog;1;1;32;32;35;27;27;8;0;0;0;0;0;0;0
13_4.ini;com.uj.atm.common.Account;1624;OK;11;cpFromLog;1;1;8;8;11;6;6;5;0;0;0;14;0;0;0
13_4.ini;com.uj.atm.common.Atm;1320;OK;20;cpFromLog;1;1;18;18;20;6;6;14;0;0;0;14;0;0;0
13_4.ini;com.uj.atm.common.CreditCard;3279;OK;35;cpFromLog;1;1;32;32;35;17;17;18;0;0;0;14;0;0;0
13_4.ini;com.uj.atm.common.DummySample;415;OK;35;cpFromLog;1;1;32;32;35;17;17;18;0;0;0;14;0;0;0
13_5.ini;com.uj.atm.common.Account;409;OK;35;cpFromLog;1;1;32;32;35;17;17;18;0;0;0;27;0;0;0
13_5.ini;com.uj.atm.common.Atm;405;OK;35;cpFromLog;1;1;32;32;35;17;17;18;0;0;0;27;0;0;0
13_5.ini;com.uj.atm.common.CreditCard;400;OK;35;cpFromLog;1;1;32;32;35;17;17;18;0;0;0;27;0;0;0
13_5.ini;com.uj.atm.common.DummySample;379;OK;35;cpFromLog;1;1;32;32;35;17;17;18;0;0;0;27;0;0;0
13_6.ini;com.uj.atm.common.Account;1164;OK;11;cpFromLog;1;1;8;8;11;7;7;4;0;0;0;6;0;0;0
13_6.ini;com.uj.atm.common.Atm;1202;OK;17;cpFromLog;1;1;18;16;17;13;13;4;0;0;0;6;0;0;0
13_6.ini;com.uj.atm.common.CreditCard;2117;OK;35;cpFromLog;1;1;32;32;35;19;19;16;0;0;0;6;0;0;0
13_6.ini;com.uj.atm.common.DummySample;399;OK;35;cpFromLog;1;1;32;32;35;19;19;16;0;0;0;6;0;0;0
13_7.ini;com.uj.atm.common.Account;1375;OK;11;cpFromLog;1;1;8;8;11;7;7;4;0;0;0;27;0;0;0
13_7.ini;com.uj.atm.common.Atm;1362;OK;20;cpFromLog;1;1;18;18;20;9;9;11;0;0;0;27;0;0;0
13_7.ini;com.uj.atm.common.CreditCard;2681;OK;35;cpFromLog;1;1;32;32;35;19;19;16;0;0;0;27;0;0;0
13_7.ini;com.uj.atm.common.DummySample;403;OK;35;cpFromLog;1;1;32;32;35;19;19;16;0;0;0;27;0;0;0
13_8.ini;com.uj.atm.common.Account;1446;OK;11;cpFromLog;1;1;8;8;11;4;4;7;0;0;0;5;0;0;0
13_8.ini;com.uj.atm.common.Atm;998;OK;10;cpFromLog;1;1;18;10;10;4;4;6;0;0;0;5;0;0;0
13_8.ini;com.uj.atm.common.CreditCard;1342;OK;16;cpFromLog;1;1;32;16;16;7;7;9;0;0;0;5;0;0;0
13_8.ini;com.uj.atm.common.DummySample;369;OK;16;cpFromLog;1;1;32;16;16;7;7;9;0;0;0;5;0;0;0
13_9.ini;com.uj.atm.common.Account;1181;OK;11;cpFromLog;1;1;8;8;11;5;5;6;0;0;0;3;0;0;0
13_9.ini;com.uj.atm.common.Atm;1081;OK;10;cpFromLog;1;1;18;11;10;8;8;2;0;0;0;3;0;0;0
13_9.ini;com.uj.atm.common.CreditCard;2029;OK;35;cpFromLog;1;1;32;32;35;14;14;21;0;0;0;3;0;0;0
13_9.ini;com.uj.atm.common.DummySample;377;OK;35;cpFromLog;1;1;32;32;35;14;14;21;0;0;0;3;0;0;0
14.ini;com.uj.atm.common.Account;1483;OK;11;cpFromLog;1;1;8;8;11;6;6;5;0;0;0;0;0;0;0
14.ini;com.uj.atm.common.Atm;1319;OK;20;cpFromLog;1;1;18;18;20;6;6;14;0;0;0;0;0;0;0
14.ini;com.uj.atm.common.CreditCard;2835;OK;35;cpFromLog;1;1;32;32;35;17;17;18;0;0;0;0;0;0;0
